Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PIK3C2A	ENST00000265970.7	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha 	280	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0059	0.0431	0.2980	-0.04	-0.05	< 0.1	NULL
ZDHHC13	ENST00000446113.2	zinc finger, DHHC-type containing 13 	76	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0046	0.0289	0.1044	-0.04	-0.23	< 0.1	NULL
ZNRF2	ENST00000323037.4	zinc and ring finger 2 	403	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0039	0.0273	0.1481	-0.04	-0.18	< 0.1	NULL
PPP1R9B	ENST00000316878.6	protein phosphatase 1, regulatory subunit 9B 	120	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0053	0.0388	0.2647	-0.04	-0.04	< 0.1	NULL
BVES	ENST00000314641.5	blood vessel epicardial substance 	30	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0086	0.0625	0.4137	-0.04	-0.04	< 0.1	NULL
FLJ00104	ENST00000446344.1	HCG1980662; Uncharacterized protein  	60	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0015	0.0113	0.0777	-0.04	-0.04	< 0.1	NULL
ZNF283	ENST00000324461.7	zinc finger protein 283 	194	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0079	0.0551	0.2988	-0.04	-0.11	< 0.1	NULL
B4GALT5	ENST00000371711.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 	1000	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0042	0.0304	0.1931	-0.04	-0.04	< 0.1	NULL
PCP4L1	ENST00000504449.1	Purkinje cell protein 4 like 1 	23	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0013	0.0094	0.0644	-0.04	-0.05	< 0.1	NULL
NR1D2	ENST00000312521.4	nuclear receptor subfamily 1, group D, member 2 	154	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0052	0.0370	0.2211	-0.04	-0.08	< 0.1	NULL
ADD2	ENST00000264436.4	adducin 2 (beta) 	59	0	0	0	0	1	0	0	1	3	hsa-miR-199a-3p	0.0116	0.0821	0.4633	-0.04	-0.06	0.26	NULL
MAPRE1	ENST00000375571.5	microtubule-associated protein, RP/EB family, member 1 	39	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0022	0.0156	0.0907	-0.04	-0.31	0.33	NULL
AC090616.2	ENST00000398832.2	Uncharacterized protein  	24	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0003	0.0021	0.0144	-0.04	-0.18	< 0.1	NULL
ANK2	ENST00000357077.4	ankyrin 2, neuronal 	133	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0117	0.0822	0.4651	-0.04	-0.04	< 0.1	NULL
LRP10	ENST00000359591.4	low density lipoprotein receptor-related protein 10 	939	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0038	0.0278	0.1967	-0.04	-0.04	< 0.1	NULL
TMEM154	ENST00000304385.3	transmembrane protein 154 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0087	0.0635	0.4398	-0.04	-0.04	< 0.1	NULL
SIM1	ENST00000369208.3	single-minded homolog 1 (Drosophila) 	104	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0086	0.0619	0.3897	-0.04	-0.04	< 0.1	NULL
TMEM81	ENST00000367167.3	transmembrane protein 81 	17	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0016	0.0117	0.0678	-0.04	-0.17	< 0.1	NULL
ATF6	ENST00000367942.3	activating transcription factor 6 	382	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0108	0.0623	0.2084	-0.04	-0.21	0.15	NULL
SORCS1	ENST00000369698.1	sortilin-related VPS10 domain containing receptor 1 	88	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0059	0.0422	0.2568	-0.04	-0.05	< 0.1	NULL
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0164	0.1138	0.6004	-0.04	-0.05	< 0.1	NULL
TTC39C	ENST00000540918.2	tetratricopeptide repeat domain 39C 	494	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0017	0.0124	0.0769	-0.04	-0.16	< 0.1	NULL
CNKSR3	ENST00000607772.1	CNKSR family member 3 	567	0	0	0	0	2	0	1	1	4	hsa-miR-199a-3p	0.0036	0.0257	0.1596	-0.04	-0.06	< 0.1	NULL
PROSER1	ENST00000352251.3	proline and serine rich 1 	145	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0032	0.0213	0.1047	-0.04	-0.41	< 0.1	NULL
PTPRB	ENST00000334414.6	protein tyrosine phosphatase, receptor type, B 	42	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0095	0.0681	0.4236	-0.04	-0.12	< 0.1	NULL
FLJ45079	ENST00000374983.2		5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0109	0.0780	0.4613	-0.04	-0.04	< 0.1	NULL
SYT11	ENST00000368324.4	synaptotagmin XI 	750	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0040	0.0291	0.1951	-0.03	-0.04	< 0.1	NULL
TOM1L2	ENST00000581396.1	target of myb1-like 2 (chicken) 	35	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0020	0.0147	0.0932	-0.03	-0.07	< 0.1	NULL
SETD6	ENST00000394266.4	SET domain containing 6 	121	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0037	0.0263	0.1559	-0.03	-0.09	0.73	NULL
PAQR5	ENST00000395407.2	progestin and adipoQ receptor family member V 	62	0	0	0	0	2	0	2	0	1	hsa-miR-199a-3p	0.0060	0.0422	0.2333	-0.03	-0.16	< 0.1	NULL
FCRL1	ENST00000368176.3	Fc receptor-like 1 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0029	0.0211	0.1401	-0.03	-0.26	< 0.1	NULL
GPC4	ENST00000370828.3	glypican 4 	542	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0079	0.0570	0.3567	-0.03	-0.04	< 0.1	NULL
USP20	ENST00000315480.4	ubiquitin specific peptidase 20 	66	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0064	0.0457	0.2673	-0.03	-0.04	< 0.1	NULL
FAM172A	ENST00000395965.3	family with sequence similarity 172, member A 	257	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0053	0.0370	0.2003	-0.03	-0.16	< 0.1	NULL
CYP20A1	ENST00000356079.4	cytochrome P450, family 20, subfamily A, polypeptide 1 	170	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0039	0.0285	0.1854	-0.03	-0.08	< 0.1	NULL
AMBRA1	ENST00000314845.3	autophagy/beclin-1 regulator 1 	35	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0084	0.0600	0.3651	-0.03	-0.03	< 0.1	NULL
SPHKAP	ENST00000392056.3	SPHK1 interactor, AKAP domain containing 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0062	0.0453	0.3007	-0.03	-0.03	< 0.1	NULL
RPL22L1	ENST00000295830.8	ribosomal protein L22-like 1 	150	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0015	0.0106	0.0650	-0.03	-0.26	< 0.1	NULL
OPRK1	ENST00000265572.3	opioid receptor, kappa 1 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0031	0.0229	0.1504	-0.03	-0.03	< 0.1	NULL
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0091	0.0654	0.4068	-0.03	-0.03	< 0.1	NULL
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	0	1	0	1	0	1	0	1	hsa-miR-199a-3p	0.0179	0.1282	0.7854	-0.03	-0.04	0.40	NULL
ZNF611	ENST00000543227.1	zinc finger protein 611 	7	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0036	0.0242	0.1071	-0.03	-0.15	< 0.1	NULL
NT5DC1	ENST00000319550.4	5'-nucleotidase domain containing 1 	127	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0039	0.0277	0.1648	-0.03	-0.22	< 0.1	NULL
C6orf89	ENST00000480824.2	chromosome 6 open reading frame 89 	1972	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0100	0.0719	0.4485	-0.03	-0.04	< 0.1	NULL
GRB10	ENST00000398812.2	growth factor receptor-bound protein 10 	1382	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0076	0.0528	0.2765	-0.03	-0.04	< 0.1	NULL
MED21	ENST00000282892.3	mediator complex subunit 21 	294	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0013	0.0095	0.0551	-0.03	-0.15	< 0.1	NULL
SOX5	ENST00000546136.1	SRY (sex determining region Y)-box 5 	43	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0041	0.0286	0.1481	-0.03	-0.10	0.53	NULL
SYPL1	ENST00000470347.1	synaptophysin-like 1 	2423	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0032	0.0220	0.1172	-0.03	-0.29	0.53	NULL
SPIRE2	ENST00000378247.3	spire-type actin nucleation factor 2 	94	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0010	0.0068	0.0408	-0.03	-0.19	< 0.1	NULL
PTRH2	ENST00000393038.2	peptidyl-tRNA hydrolase 2 	386	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0023	0.0158	0.0873	-0.03	-0.28	< 0.1	NULL
BAG4	ENST00000287322.4	BCL2-associated athanogene 4 	29	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0048	0.0346	0.2105	-0.03	-0.08	< 0.1	NULL
NOM1	ENST00000275820.3	nucleolar protein with MIF4G domain 1 	842	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0070	0.0499	0.2998	-0.03	-0.04	< 0.1	NULL
EIF4E3	ENST00000425534.3	eukaryotic translation initiation factor 4E family member 3 	475	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0042	0.0302	0.1815	-0.03	-0.11	< 0.1	NULL
CIITA	ENST00000324288.8	class II, major histocompatibility complex, transactivator 	5	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0110	0.0798	0.5122	-0.03	-0.03	< 0.1	NULL
CEBPG	ENST00000284000.4	CCAAT/enhancer binding protein (C/EBP), gamma 	360	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0020	0.0143	0.0876	-0.03	-0.10	< 0.1	NULL
LGALS8	ENST00000526589.1	lectin, galactoside-binding, soluble, 8 	188	0	0	0	0	2	0	1	1	3	hsa-miR-199a-3p	0.0030	0.0216	0.1269	-0.03	-0.30	< 0.1	NULL
TPK1	ENST00000549981.1	thiamin pyrophosphokinase 1 	7	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0059	0.0425	0.2658	-0.03	-0.11	< 0.1	NULL
AGPAT3	ENST00000291572.8	1-acylglycerol-3-phosphate O-acyltransferase 3 	2443	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0043	0.0314	0.2088	-0.03	-0.04	< 0.1	NULL
LRRC58	ENST00000295628.3	leucine rich repeat containing 58 	940	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0070	0.0512	0.3464	-0.03	-0.03	< 0.1	NULL
TBL1XR1	ENST00000430069.1	transducin (beta)-like 1 X-linked receptor 1 	334	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0065	0.0453	0.2545	-0.03	-0.15	< 0.1	NULL
OSBPL8	ENST00000393249.2	oxysterol binding protein-like 8 	141	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0045	0.0323	0.2013	-0.03	-0.17	< 0.1	NULL
RAB30	ENST00000533486.1	RAB30, member RAS oncogene family 	274	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0115	0.0807	0.4577	-0.03	-0.05	< 0.1	NULL
CENPC	ENST00000273853.6	centromere protein C 	45	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0043	0.0295	0.1529	-0.03	-0.13	< 0.1	NULL
ANKRD13C	ENST00000370944.4	ankyrin repeat domain 13C 	369	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0041	0.0271	0.1138	-0.03	-0.19	0.80	NULL
AHI1	ENST00000417892.2	Abelson helper integration site 1 	72	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0022	0.0158	0.0980	-0.03	-0.21	< 0.1	NULL
PAX8	ENST00000263335.7	paired box 8 	11	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0067	0.0478	0.2818	-0.03	-0.03	< 0.1	NULL
TMEM189-UBE2V1	ENST00000341698.2	TMEM189-UBE2V1 readthrough 	1621	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0040	0.0291	0.1815	-0.03	-0.03	< 0.1	NULL
ERCC4	ENST00000311895.7	excision repair cross-complementing rodent repair deficiency, complementation group 4 	261	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0160	0.1103	0.5636	-0.03	-0.03	< 0.1	NULL
TMEM189	ENST00000557021.1	transmembrane protein 189 	1621	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0040	0.0291	0.1815	-0.03	-0.03	< 0.1	NULL
PRKAA2	ENST00000371244.4	protein kinase, AMP-activated, alpha 2 catalytic subunit 	561	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0126	0.0892	0.5075	-0.03	-0.04	< 0.1	NULL
STX11	ENST00000367568.4	syntaxin 11 	13	1	1	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0032	0.0218	0.1020	-0.03	-0.30	< 0.1	NULL
FBLN7	ENST00000331203.2	fibulin 7 	44	0	0	0	0	2	0	2	0	1	hsa-miR-199a-3p	0.0079	0.0563	0.3291	-0.03	-0.08	< 0.1	NULL
POU3F2	ENST00000328345.5	POU class 3 homeobox 2 	274	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0023	0.0166	0.1064	-0.03	-0.13	< 0.1	NULL
MOB3B	ENST00000262244.5	MOB kinase activator 3B 	52	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0048	0.0336	0.1884	-0.03	-0.08	< 0.1	NULL
HIST1H2AG	ENST00000359193.2	histone cluster 1, H2ag 	145	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0025	0.0185	0.1302	-0.03	-0.16	< 0.1	NULL
APOOL	ENST00000373173.2	apolipoprotein O-like 	109	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0038	0.0275	0.1700	-0.03	-0.09	< 0.1	NULL
TMOD1	ENST00000259365.4	tropomodulin 1 	115	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0039	0.0286	0.1870	-0.03	-0.06	< 0.1	NULL
WDR17	ENST00000393643.2	WD repeat domain 17 	113	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0105	0.0765	0.5098	-0.03	-0.04	< 0.1	NULL
KCNN3	ENST00000271915.4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 	5	0	0	0	0	1	0	0	1	4	hsa-miR-199a-3p	0.0123	0.0893	0.5935	-0.03	-0.03	< 0.1	NULL
SLC35F6	ENST00000344420.5	solute carrier family 35, member F6 	272	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0007	0.0048	0.0344	-0.03	-0.05	< 0.1	NULL
CCDC80	ENST00000206423.3	coiled-coil domain containing 80 	570	0	0	0	0	1	1	0	0	2	hsa-miR-199a-3p	0.0095	0.0672	0.3890	-0.03	-0.09	< 0.1	NULL
MLH3	ENST00000355774.2	mutL homolog 3 	152	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0144	0.1034	0.6471	-0.03	-0.09	< 0.1	NULL
CNIH4	ENST00000465271.1	cornichon family AMPA receptor auxiliary protein 4 	1348	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0013	0.0095	0.0647	-0.03	-0.08	< 0.1	NULL
RAB40A	ENST00000372633.1	RAB40A, member RAS oncogene family 	7	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0041	0.0282	0.1385	-0.03	-0.14	< 0.1	NULL
DTL	ENST00000366991.4	denticleless E3 ubiquitin protein ligase homolog (Drosophila) 	883	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0038	0.0276	0.1925	-0.03	-0.04	< 0.1	NULL
C3orf70	ENST00000335012.2	chromosome 3 open reading frame 70 	19	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0089	0.0646	0.4161	-0.03	-0.04	< 0.1	NULL
AR	ENST00000374690.3	androgen receptor 	57	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0268	0.1753	0.7427	-0.03	-0.03	< 0.1	NULL
ADD1	ENST00000398125.1	adducin 1 (alpha) 	460	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0061	0.0442	0.2894	-0.03	-0.03	< 0.1	NULL
AMZ1	ENST00000312371.4	archaelysin family metallopeptidase 1 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0037	0.0268	0.1689	-0.03	-0.03	< 0.1	NULL
TMEM178B	ENST00000565468.1	transmembrane protein 178B 	129	0	0	0	0	2	0	1	1	1	hsa-miR-199a-3p	0.0189	0.1340	0.7725	-0.03	-0.03	< 0.1	NULL
GAB3	ENST00000369575.3	GRB2-associated binding protein 3 	39	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0058	0.0418	0.2599	-0.03	-0.03	< 0.1	NULL
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0065	0.0472	0.3001	-0.03	-0.03	< 0.1	NULL
STXBP5L	ENST00000273666.6	syntaxin binding protein 5-like 	19	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0167	0.1144	0.5573	-0.03	-0.03	< 0.1	NULL
ZNF629	ENST00000262525.4	zinc finger protein 629 	44	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0045	0.0328	0.2127	-0.03	-0.03	< 0.1	NULL
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	0	0	0	0	2	0	1	1	3	hsa-miR-199a-3p	0.0282	0.2021	1.2363	-0.03	-0.03	< 0.1	NULL
UNC80	ENST00000439458.1	unc-80 homolog (C. elegans) 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0301	0.2054	1.0448	-0.03	-0.03	< 0.1	NULL
HIF3A	ENST00000377670.4	hypoxia inducible factor 3, alpha subunit 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0131	0.0901	0.4379	-0.03	-0.03	< 0.1	NULL
PCLO	ENST00000333891.9	piccolo presynaptic cytomatrix protein 	22	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0240	0.1722	1.0778	-0.03	-0.03	< 0.1	NULL
HTR2A	ENST00000378688.4	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0051	0.0371	0.2518	-0.03	-0.03	< 0.1	NULL
TLCD2	ENST00000330676.6	TLC domain containing 2 	107	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0078	0.0558	0.3416	-0.03	-0.03	< 0.1	NULL
INHBA	ENST00000242208.4	inhibin, beta A 	1260	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0070	0.0501	0.2984	-0.03	-0.04	< 0.1	NULL
IFIT5	ENST00000371795.4	interferon-induced protein with tetratricopeptide repeats 5 	160	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0030	0.0210	0.1200	-0.03	-0.07	< 0.1	NULL
HM13	ENST00000335574.5	histocompatibility (minor) 13 	4848	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0012	0.0085	0.0493	-0.03	-0.11	< 0.1	NULL
ZDHHC24	ENST00000310442.3	zinc finger, DHHC-type containing 24 	304	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0025	0.0182	0.1138	-0.03	-0.10	< 0.1	NULL
SRSF12	ENST00000452027.2	serine/arginine-rich splicing factor 12 	53	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0018	0.0120	0.0520	-0.03	-0.29	< 0.1	NULL
KDSR	ENST00000406396.3	3-ketodihydrosphingosine reductase 	322	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0028	0.0202	0.1321	-0.03	-0.09	< 0.1	NULL
WDR59	ENST00000262144.6	WD repeat domain 59 	24	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0046	0.0328	0.2071	-0.03	-0.10	< 0.1	NULL
EIF3H	ENST00000521861.1	eukaryotic translation initiation factor 3, subunit H 	27	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0047	0.0345	0.2286	-0.03	-0.04	< 0.1	NULL
MRI1	ENST00000319545.8	methylthioribose-1-phosphate isomerase 1 	851	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0036	0.0265	0.1766	-0.03	-0.03	< 0.1	NULL
ZNF185	ENST00000535861.1	zinc finger protein 185 (LIM domain) 	106	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0046	0.0327	0.2000	-0.03	-0.03	< 0.1	NULL
ZSCAN22	ENST00000329665.4	zinc finger and SCAN domain containing 22 	45	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0061	0.0434	0.2513	-0.03	-0.03	< 0.1	NULL
LRRC8B	ENST00000330947.2	leucine rich repeat containing 8 family, member B 	326	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0063	0.0458	0.2969	-0.03	-0.11	< 0.1	NULL
UBA2	ENST00000246548.4	ubiquitin-like modifier activating enzyme 2 	122	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0060	0.0433	0.2747	-0.03	-0.05	< 0.1	NULL
PCDHB7	ENST00000231137.3	protocadherin beta 7 	19	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0013	0.0092	0.0553	-0.03	-0.11	< 0.1	NULL
RPL4	ENST00000307961.6	ribosomal protein L4 	548	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0013	0.0089	0.0498	-0.03	-0.31	< 0.1	NULL
MRPL19	ENST00000393909.2	mitochondrial ribosomal protein L19 	816	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0027	0.0184	0.0913	-0.03	-0.19	< 0.1	NULL
C16orf87	ENST00000394806.2	chromosome 16 open reading frame 87 	95	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0027	0.0184	0.0971	-0.03	-0.25	< 0.1	NULL
MAVS	ENST00000428216.2	mitochondrial antiviral signaling protein 	211	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0151	0.1058	0.5710	-0.03	-0.04	< 0.1	NULL
ID4	ENST00000378700.3	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein 	3400	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0025	0.0156	0.0619	-0.03	-0.48	< 0.1	NULL
MECP2	ENST00000303391.6	methyl CpG binding protein 2 (Rett syndrome) 	1474	1	1	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0074	0.0469	0.1827	-0.03	-0.16	0.56	NULL
RASAL1	ENST00000546530.1	RAS protein activator like 1 (GAP1 like) 	12	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0028	0.0198	0.1222	-0.03	-0.07	< 0.1	NULL
HCN4	ENST00000261917.3	hyperpolarization activated cyclic nucleotide-gated potassium channel 4 	19	0	0	0	0	1	0	0	1	3	hsa-miR-199a-3p	0.0068	0.0487	0.3086	-0.03	-0.04	< 0.1	NULL
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0049	0.0355	0.2397	-0.03	-0.03	< 0.1	NULL
PPM1L	ENST00000498165.1	protein phosphatase, Mg2+/Mn2+ dependent, 1L 	59	0	0	0	0	2	0	1	1	2	hsa-miR-199a-3p	0.0115	0.0823	0.4954	-0.03	-0.05	< 0.1	NULL
TENM3	ENST00000511685.1	teneurin transmembrane protein 3 	30	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0147	0.1021	0.5362	-0.03	-0.03	0.11	NULL
KCNQ3	ENST00000388996.4	potassium voltage-gated channel, KQT-like subfamily, member 3 	5	0	0	0	0	2	0	0	2	1	hsa-miR-199a-3p	0.0207	0.1424	0.7367	-0.03	-0.03	< 0.1	NULL
ZADH2	ENST00000322342.3	zinc binding alcohol dehydrogenase domain containing 2 	207	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0060	0.0424	0.2459	-0.03	-0.05	< 0.1	NULL
NRP1	ENST00000374875.1	neuropilin 1 	586	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0066	0.0467	0.2705	-0.03	-0.03	< 0.1	NULL
ZNF431	ENST00000311048.7	zinc finger protein 431 	93	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0089	0.0646	0.4207	-0.03	-0.07	< 0.1	NULL
LSAMP	ENST00000490035.2	limbic system-associated membrane protein 	19	0	0	0	0	3	0	2	1	2	hsa-miR-199a-3p	0.0065	0.0465	0.2930	-0.03	-0.11	< 0.1	NULL
PTEN	ENST00000371953.3	phosphatase and tensin homolog 	118	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0059	0.0428	0.2895	-0.03	-0.08	< 0.1	NULL
EDARADD	ENST00000359362.5	EDAR-associated death domain 	76	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0015	0.0106	0.0669	-0.03	-0.07	< 0.1	NULL
ZNF24	ENST00000589881.1	zinc finger protein 24 	1796	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0037	0.0270	0.1730	-0.03	-0.10	< 0.1	NULL
SAP30L	ENST00000297109.6	SAP30-like 	335	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0030	0.0218	0.1403	-0.03	-0.07	< 0.1	NULL
SESTD1	ENST00000428443.3	SEC14 and spectrin domains 1 	478	0	0	0	0	3	0	0	3	2	hsa-miR-199a-3p	0.0038	0.0268	0.1517	-0.03	-0.30	< 0.1	NULL
ZNF641	ENST00000301042.3	zinc finger protein 641 	87	0	0	0	0	1	1	0	0	3	hsa-miR-199a-3p	0.0139	0.0940	0.4613	-0.03	-0.10	< 0.1	NULL
