Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
TRPM3	ENST00000377110.3	transient receptor potential cation channel, subfamily M, member 3 	11	2	1	0	1	2	hsa-miR-16-2-3p				-0.04	-0.04	N/A
AGTR2	ENST00000371906.4	angiotensin II receptor, type 2 	5	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.04	N/A
HNMT	ENST00000280097.3	histamine N-methyltransferase 	530	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
GRID2	ENST00000282020.4	glutamate receptor, ionotropic, delta 2 	5	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZNF536	ENST00000355537.3	zinc finger protein 536 	5	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZNF512	ENST00000355467.4	zinc finger protein 512 	189	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZNF558	ENST00000601372.1	zinc finger protein 558 	24	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SH3RF2	ENST00000511217.1	SH3 domain containing ring finger 2 	53	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
EFR3A	ENST00000254624.5	EFR3 homolog A (S. cerevisiae) 	372	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
HECTD4	ENST00000377560.5	HECT domain containing E3 ubiquitin protein ligase 4 	222	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
RWDD4	ENST00000326397.5	RWD domain containing 4 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
LSM14A	ENST00000433627.5	LSM14A, SCD6 homolog A (S. cerevisiae) 	362	2	0	1	1	0	hsa-miR-195-3p				-0.04	-0.10	N/A
CD302	ENST00000259053.4	CD302 molecule 	860	2	1	0	1	0	hsa-miR-195-3p				-0.04	-0.06	N/A
CPNE3	ENST00000198765.4	copine III 	756	3	0	1	2	2	hsa-miR-16-2-3p				-0.04	-0.04	N/A
C3orf14	ENST00000494481.1	chromosome 3 open reading frame 14 	67	2	0	1	1	0	hsa-miR-195-3p				-0.04	-0.17	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	2	0	0	2	2	hsa-miR-195-3p				-0.04	-0.12	N/A
NRP1	ENST00000374875.1	neuropilin 1 	586	1	1	0	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ERLIN2	ENST00000276461.5	ER lipid raft associated 2 	887	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.07	N/A
CCNT2	ENST00000295238.6	cyclin T2 	381	2	1	1	0	2	hsa-miR-16-2-3p				-0.04	-0.08	N/A
FLRT2	ENST00000330753.4	fibronectin leucine rich transmembrane protein 2 	73	3	0	1	2	1	hsa-miR-16-2-3p				-0.04	-0.07	N/A
GNAI3	ENST00000369851.4	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 	2439	1	1	0	0	0	hsa-miR-16-2-3p				-0.04	-0.16	N/A
NRIP1	ENST00000400199.1	nuclear receptor interacting protein 1 	342	3	0	1	2	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SEPHS2	ENST00000542752.1	selenophosphate synthetase 2 	62	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
CSPP1	ENST00000262210.5	centrosome and spindle pole associated protein 1 	101	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.08	N/A
SERBP1	ENST00000370994.4	SERPINE1 mRNA binding protein 1 	926	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
DCLRE1B	ENST00000369563.3	DNA cross-link repair 1B 	687	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.04	N/A
TSPAN12	ENST00000222747.3	tetraspanin 12 	554	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
C4orf46	ENST00000508457.1	chromosome 4 open reading frame 46 	128	2	0	1	1	0	hsa-miR-195-3p				-0.04	-0.17	N/A
FBLN7	ENST00000331203.2	fibulin 7 	44	3	0	2	1	2	hsa-miR-16-2-3p				-0.04	-0.10	N/A
DPPA3	ENST00000345088.2	developmental pluripotency associated 3 	11	2	1	1	0	0	hsa-miR-195-3p				-0.04	-0.07	N/A
TAF1B	ENST00000263663.5	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa 	214	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
PRKACB	ENST00000370689.2	protein kinase, cAMP-dependent, catalytic, beta 	344	2	0	1	1	3	hsa-miR-16-2-3p				-0.04	-0.04	N/A
RSPO2	ENST00000517939.1	R-spondin 2 	5	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
EDA2R	ENST00000374719.3	ectodysplasin A2 receptor 	64	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.04	N/A
TLR8	ENST00000218032.6	toll-like receptor 8 	5	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
MRGBP	ENST00000370487.3	MRG/MORF4L binding protein 	886	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
GOLIM4	ENST00000470487.1	golgi integral membrane protein 4 	48	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.08	N/A
NKRF	ENST00000371527.1	NFKB repressing factor 	607	2	0	0	2	3	hsa-miR-16-2-3p				-0.04	-0.05	N/A
AFF2	ENST00000370460.2	AF4/FMR2 family, member 2 	8	2	1	1	0	2	hsa-miR-16-2-3p				-0.04	-0.05	N/A
NDNF	ENST00000379692.4	neuron-derived neurotrophic factor 	51	3	1	1	1	2	hsa-miR-195-3p				-0.04	-0.07	N/A
DONSON	ENST00000453626.1	downstream neighbor of SON 	103	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
AQP4	ENST00000383168.4	aquaporin 4 	10	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
MFAP3L	ENST00000393704.3	microfibrillar-associated protein 3-like 	69	2	0	2	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SGCD	ENST00000435422.3	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) 	39	2	0	1	1	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
EIF3F	ENST00000533626.1	eukaryotic translation initiation factor 3, subunit F 	64	2	1	1	0	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
ZBTB4	ENST00000380599.4	zinc finger and BTB domain containing 4 	1039	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
FAM83B	ENST00000306858.7	family with sequence similarity 83, member B 	140	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
IFRD1	ENST00000403825.3	interferon-related developmental regulator 1 	1958	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
TMEM65	ENST00000297632.6	transmembrane protein 65 	769	3	0	2	1	2	hsa-miR-195-3p				-0.04	-0.14	N/A
DCAF12L2	ENST00000538699.1	DDB1 and CUL4 associated factor 12-like 2 	20	2	0	1	1	0	hsa-miR-16-2-3p				-0.04	-0.12	N/A
NDST4	ENST00000264363.2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4 	12	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.08	N/A
KLRC3	ENST00000381903.2	killer cell lectin-like receptor subfamily C, member 3 	25	1	0	0	1	2	hsa-miR-16-2-3p				-0.04	-0.05	N/A
TSN	ENST00000536142.1	translin 	886	1	1	0	0	0	hsa-miR-16-2-3p				-0.04	-0.09	N/A
SGMS2	ENST00000394684.4	sphingomyelin synthase 2 	111	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
METTL4	ENST00000319888.6	methyltransferase like 4 	107	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.07	N/A
UCHL5	ENST00000367455.4	ubiquitin carboxyl-terminal hydrolase L5 	1150	2	1	1	0	2	hsa-miR-16-2-3p				-0.04	-0.40	N/A
SH3GL2	ENST00000380607.4	SH3-domain GRB2-like 2 	125	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.04	N/A
CLEC4D	ENST00000299665.2	C-type lectin domain family 4, member D 	5	1	0	1	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
RAB6B	ENST00000285208.4	RAB6B, member RAS oncogene family 	669	3	0	3	0	1	hsa-miR-16-2-3p				-0.04	-0.16	N/A
SRP72	ENST00000342756.5	signal recognition particle 72kDa 	185	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.04	N/A
FRZB	ENST00000295113.4	frizzled-related protein 	43	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
CLEC4E	ENST00000299663.3	C-type lectin domain family 4, member E 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ELAVL2	ENST00000380110.4	ELAV like neuron-specific RNA binding protein 2 	78	1	1	0	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
DAPP1	ENST00000296414.7	dual adaptor of phosphotyrosine and 3-phosphoinositides 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
RALGAPA1	ENST00000389698.3	Ral GTPase activating protein, alpha subunit 1 (catalytic) 	82	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
RFX3	ENST00000382004.3	regulatory factor X, 3 (influences HLA class II expression) 	37	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.06	N/A
ARHGEF6	ENST00000370620.1	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 	15	2	1	1	0	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
POU2F1	ENST00000367866.2	POU class 2 homeobox 1 	83	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
CMBL	ENST00000296658.3	carboxymethylenebutenolidase homolog (Pseudomonas) 	2602	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.06	N/A
H2AFV	ENST00000381124.5	H2A histone family, member V 	9640	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.11	N/A
ACSL5	ENST00000354273.4	acyl-CoA synthetase long-chain family member 5 	104	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
PEX13	ENST00000295030.5	peroxisomal biogenesis factor 13 	484	1	1	0	0	1	hsa-miR-16-2-3p				-0.04	-0.11	N/A
CDON	ENST00000392693.3	cell adhesion associated, oncogene regulated 	173	3	0	1	2	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PDP1	ENST00000396200.3	pyruvate dehyrogenase phosphatase catalytic subunit 1 	285	1	0	1	0	3	hsa-miR-16-2-3p				-0.04	-0.04	N/A
CCDC71L	ENST00000523505.1	coiled-coil domain containing 71-like 	410	1	1	0	0	1	hsa-miR-16-2-3p				-0.04	-0.12	N/A
RNF150	ENST00000515673.2	ring finger protein 150 	518	3	0	2	1	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
KLHL24	ENST00000454652.2	kelch-like family member 24 	143	2	0	1	1	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
ZNF398	ENST00000420008.2	zinc finger protein 398 	305	2	0	2	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
STYX	ENST00000354586.4	serine/threonine/tyrosine interacting protein 	250	1	1	0	0	1	hsa-miR-195-3p				-0.04	-0.52	N/A
USP44	ENST00000552440.1	ubiquitin specific peptidase 44 	29	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ROBO1	ENST00000436010.2	roundabout, axon guidance receptor, homolog 1 (Drosophila) 	546	1	0	0	1	2	hsa-miR-16-2-3p				-0.04	-0.05	N/A
HDAC8	ENST00000439122.2	histone deacetylase 8 	24	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PRNP	ENST00000379440.4	prion protein 	1136	1	0	1	0	2	hsa-miR-16-2-3p				-0.04	-0.04	N/A
FCRL2	ENST00000361516.3	Fc receptor-like 2 	5	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
HYAL1	ENST00000395144.2	hyaluronoglucosaminidase 1 	59	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
KCNJ10	ENST00000368089.3	potassium inwardly-rectifying channel, subfamily J, member 10 	5	2	0	0	2	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
MSN	ENST00000360270.5	moesin 	5947	1	1	0	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZC3H6	ENST00000343936.4	zinc finger CCCH-type containing 6 	10	1	0	0	1	2	hsa-miR-16-2-3p				-0.04	-0.04	N/A
MITF	ENST00000328528.6	microphthalmia-associated transcription factor 	593	1	1	0	0	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
TOP2A	ENST00000423485.1	topoisomerase (DNA) II alpha 170kDa 	9054	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SLC38A1	ENST00000398637.5	solute carrier family 38, member 1 	1967	2	0	1	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SLC24A4	ENST00000393265.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 	5	1	1	0	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
GIGYF1	ENST00000275732.5	GRB10 interacting GYF protein 1 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
CTBS	ENST00000370630.5	chitobiase, di-N-acetyl- 	33	3	0	0	3	1	hsa-miR-195-3p				-0.04	-0.27	N/A
GSTCD	ENST00000515279.1	glutathione S-transferase, C-terminal domain containing 	411	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PM20D2	ENST00000275072.4	peptidase M20 domain containing 2 	2171	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ENTPD1	ENST00000371207.3	ectonucleoside triphosphate diphosphohydrolase 1 	15	2	1	1	0	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
GHITM	ENST00000372134.3	growth hormone inducible transmembrane protein 	2402	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.07	N/A
TPM3	ENST00000368531.2	tropomyosin 3 	669	1	1	0	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
COBL	ENST00000265136.7	cordon-bleu WH2 repeat protein 	205	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.09	N/A
ORMDL1	ENST00000392350.3	ORM1-like 1 (S. cerevisiae) 	998	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
TRAF3	ENST00000560371.1	TNF receptor-associated factor 3 	833	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.04	N/A
RASSF8	ENST00000541490.1	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 	1290	1	0	1	0	3	hsa-miR-16-2-3p				-0.04	-0.04	N/A
UBE2H	ENST00000355621.3	ubiquitin-conjugating enzyme E2H 	855	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
BICD1	ENST00000548411.1	bicaudal D homolog 1 (Drosophila) 	205	2	1	0	1	3	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ESCO2	ENST00000305188.8	establishment of sister chromatid cohesion N-acetyltransferase 2 	157	3	0	3	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
RNF157	ENST00000269391.6	ring finger protein 157 	163	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.04	N/A
MAP3K15	ENST00000338883.4	mitogen-activated protein kinase kinase kinase 15 	31	1	0	1	0	0	hsa-miR-195-3p				-0.04	-0.13	N/A
KLF12	ENST00000377669.2	Kruppel-like factor 12 	251	2	1	0	1	2	hsa-miR-16-2-3p				-0.04	-0.04	N/A
RBM43	ENST00000331426.5	RNA binding motif protein 43 	24	2	0	2	0	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
KCTD16	ENST00000507359.3	potassium channel tetramerization domain containing 16 	36	2	0	1	1	5	hsa-miR-16-2-3p				-0.04	-0.16	N/A
RIT1	ENST00000368323.3	Ras-like without CAAX 1 	192	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.09	N/A
MCTS1	ENST00000371317.5	malignant T cell amplified sequence 1 	6611	1	0	0	1	1	hsa-miR-195-3p				-0.04	-0.17	N/A
LINGO2	ENST00000379992.2	leucine rich repeat and Ig domain containing 2 	52	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ACBD5	ENST00000396271.3	acyl-CoA binding domain containing 5 	77	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
B4GALT4	ENST00000467604.1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4 	196	1	0	1	0	3	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PDK3	ENST00000441463.2	pyruvate dehydrogenase kinase, isozyme 3 	659	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
THOC2	ENST00000245838.8	THO complex 2 	157	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZNF281	ENST00000294740.3	zinc finger protein 281 	595	3	0	2	1	1	hsa-miR-16-2-3p				-0.04	-0.13	N/A
GPR110	ENST00000371253.2	G protein-coupled receptor 110 	5	1	1	0	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
FAM19A2	ENST00000416284.3	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2 	26	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
DNAJC27	ENST00000264711.2	DnaJ (Hsp40) homolog, subfamily C, member 27 	41	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
C1orf198	ENST00000366663.5	chromosome 1 open reading frame 198 	1484	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
GABRA2	ENST00000507460.1	gamma-aminobutyric acid (GABA) A receptor, alpha 2 	10	2	0	0	2	0	hsa-miR-16-2-3p				-0.04	-0.07	N/A
PPP1R3D	ENST00000370996.3	protein phosphatase 1, regulatory subunit 3D 	132	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
GCLM	ENST00000370238.3	glutamate-cysteine ligase, modifier subunit 	809	2	0	0	2	1	hsa-miR-16-2-3p				-0.04	-0.25	N/A
CAMK2D	ENST00000296402.5	calcium/calmodulin-dependent protein kinase II delta 	938	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
POLR3A	ENST00000372371.3	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa 	490	1	0	1	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
MERTK	ENST00000295408.4	c-mer proto-oncogene tyrosine kinase 	31	1	1	0	0	0	hsa-miR-16-2-3p				-0.04	-0.24	N/A
HIST1H3C	ENST00000540144.1	histone cluster 1, H3c 	87	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.04	N/A
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	1	0	0	1	2	hsa-miR-195-3p				-0.04	-0.16	N/A
ZZZ3	ENST00000370801.3	zinc finger, ZZ-type containing 3 	338	4	0	1	3	1	hsa-miR-16-2-3p				-0.04	-0.10	N/A
PANK3	ENST00000239231.6	pantothenate kinase 3 	522	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.10	N/A
SNAPC5	ENST00000566658.1	small nuclear RNA activating complex, polypeptide 5, 19kDa 	211	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.07	N/A
PDE3A	ENST00000359062.3	phosphodiesterase 3A, cGMP-inhibited 	1182	1	0	1	0	2	hsa-miR-16-2-3p				-0.04	-0.06	N/A
SLC5A7	ENST00000264047.2	solute carrier family 5 (sodium/choline cotransporter), member 7 	5	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
FAM167A	ENST00000284486.4	family with sequence similarity 167, member A 	85	1	1	0	0	1	hsa-miR-195-3p				-0.04	-0.04	N/A
PI4K2A	ENST00000370649.3	Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  	1489	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
WIPF2	ENST00000323571.4	WAS/WASL interacting protein family, member 2 	214	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PA2G4	ENST00000303305.6	proliferation-associated 2G4, 38kDa 	64	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZDHHC15	ENST00000373367.3	zinc finger, DHHC-type containing 15 	5	1	1	0	0	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
AP005482.1	ENST00000400514.2	Uncharacterized protein  	44	1	0	1	0	0	hsa-miR-195-3p				-0.03	-0.04	N/A
NANOS1	ENST00000425699.1	nanos homolog 1 (Drosophila) 	158	1	0	0	1	1	hsa-miR-16-2-3p				-0.03	-0.04	N/A
GLS	ENST00000338435.4	glutaminase 	1927	1	1	0	0	1	hsa-miR-16-2-3p				-0.03	-0.04	N/A
PAXIP1	ENST00000404141.1	PAX interacting (with transcription-activation domain) protein 1 	19	1	0	0	1	0	hsa-miR-16-2-3p				-0.03	-0.09	N/A
GTF2H1	ENST00000265963.4	general transcription factor IIH, polypeptide 1, 62kDa 	121	1	0	1	0	1	hsa-miR-16-2-3p				-0.03	-0.04	N/A
SPRY4	ENST00000344120.4	sprouty homolog 4 (Drosophila) 	110	1	0	1	0	1	hsa-miR-16-2-3p				-0.03	-0.04	N/A
MBD5	ENST00000407073.1	methyl-CpG binding domain protein 5 	7	2	0	2	0	1	hsa-miR-16-2-3p				-0.03	-0.05	N/A
GPC4	ENST00000370828.3	glypican 4 	542	4	1	1	2	0	hsa-miR-16-2-3p				-0.03	-0.09	N/A
EXOC2	ENST00000230449.4	exocyst complex component 2 	192	1	0	0	1	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
ECM2	ENST00000375540.1	extracellular matrix protein 2, female organ and adipocyte specific 	19	1	0	1	0	0	hsa-miR-16-2-3p				-0.03	-0.13	N/A
CEP350	ENST00000367607.3	centrosomal protein 350kDa 	705	2	1	0	1	2	hsa-miR-16-2-3p				-0.03	-0.04	N/A
HAUS2	ENST00000260372.3	HAUS augmin-like complex, subunit 2 	270	1	1	0	0	1	hsa-miR-16-2-3p				-0.03	-0.11	N/A
WIPF1	ENST00000392547.2	WAS/WASL interacting protein family, member 1 	304	1	0	0	1	1	hsa-miR-16-2-3p				-0.03	-0.08	N/A
CCDC6	ENST00000263102.6	coiled-coil domain containing 6 	193	2	0	2	0	0	hsa-miR-16-2-3p				-0.03	-0.06	N/A
PPM1E	ENST00000308249.2	protein phosphatase, Mg2+/Mn2+ dependent, 1E 	178	2	0	2	0	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
FAM13B	ENST00000033079.3	family with sequence similarity 13, member B 	220	1	0	0	1	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
ZNF730	ENST00000593635.1	zinc finger protein 730 	8	1	0	1	0	0	hsa-miR-16-2-3p				-0.03	-0.09	N/A
PAX6	ENST00000419022.1	paired box 6 	191	1	0	1	0	1	hsa-miR-16-2-3p				-0.03	-0.03	N/A
PARP2	ENST00000527915.1	poly (ADP-ribose) polymerase 2 	2959	2	0	1	1	1	hsa-miR-195-3p				-0.03	-0.06	N/A
LYST	ENST00000389794.3	lysosomal trafficking regulator 	9	1	0	0	1	0	hsa-miR-195-3p				-0.03	-0.03	N/A
NFATC2IP	ENST00000320805.4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein 	754	3	0	1	2	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
VPS37B	ENST00000267202.2	vacuolar protein sorting 37 homolog B (S. cerevisiae) 	261	1	0	0	1	0	hsa-miR-16-2-3p				-0.03	-0.03	N/A
THSD4	ENST00000355327.3	thrombospondin, type I, domain containing 4 	69	3	0	1	2	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
MAPK9	ENST00000452135.2	mitogen-activated protein kinase 9 	655	1	1	0	0	2	hsa-miR-16-2-3p				-0.03	-0.18	N/A
UBR1	ENST00000382177.2	ubiquitin protein ligase E3 component n-recognin 1 	11	2	0	1	1	2	hsa-miR-16-2-3p				-0.03	-0.05	N/A
QSOX2	ENST00000358701.5	quiescin Q6 sulfhydryl oxidase 2 	905	2	1	0	1	1	hsa-miR-195-3p				-0.03	-0.04	N/A
TMEM178B	ENST00000565468.1	transmembrane protein 178B 	129	1	0	1	0	1	hsa-miR-16-2-3p				-0.03	-0.03	N/A
CHML	ENST00000366553.1	choroideremia-like (Rab escort protein 2) 	140	3	2	1	0	1	hsa-miR-16-2-3p				-0.03	-0.64	N/A
ENPP5	ENST00000371383.2	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative) 	15	6	2	1	3	3	hsa-miR-195-3p				-0.03	-0.47	N/A
RIMKLB	ENST00000357529.3	ribosomal modification protein rimK-like family member B 	164	1	0	0	1	3	hsa-miR-16-2-3p				-0.03	-0.07	N/A
BRD1	ENST00000457780.2	bromodomain containing 1 	124	1	0	0	1	1	hsa-miR-16-2-3p				-0.03	-0.03	N/A
EIF2AK2	ENST00000233057.4	eukaryotic translation initiation factor 2-alpha kinase 2 	292	2	2	0	0	0	hsa-miR-16-2-3p				-0.03	-0.06	N/A
PRPF4B	ENST00000337659.6	pre-mRNA processing factor 4B 	602	2	0	2	0	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
PDZD11	ENST00000239666.4	PDZ domain containing 11 	144	1	0	1	0	1	hsa-miR-16-2-3p				-0.03	-0.12	N/A
MICALCL	ENST00000256186.2	MICAL C-terminal like 	62	2	0	2	0	0	hsa-miR-16-2-3p				-0.03	-0.04	N/A
VSTM5	ENST00000409977.1	V-set and transmembrane domain containing 5 	5	1	1	0	0	0	hsa-miR-16-2-3p				-0.03	-0.03	N/A
ARX	ENST00000379044.4	aristaless related homeobox 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.03	-0.03	N/A
PROK1	ENST00000271331.3	prokineticin 1 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.03	-0.03	N/A
DAPK1	ENST00000469640.2	death-associated protein kinase 1 	92	1	0	0	1	0	hsa-miR-195-3p				-0.03	-0.03	N/A
UNC79	ENST00000553484.1	unc-79 homolog (C. elegans) 	5	1	0	0	1	1	hsa-miR-195-3p				-0.03	-0.03	N/A
TMEM183A	ENST00000367242.3	transmembrane protein 183A 	241	1	0	0	1	1	hsa-miR-16-2-3p				-0.03	-0.03	N/A
C1orf116	ENST00000359470.5	chromosome 1 open reading frame 116 	17	1	0	1	0	0	hsa-miR-16-2-3p				-0.03	-0.03	N/A
TTC39C	ENST00000540918.2	tetratricopeptide repeat domain 39C 	494	2	0	2	0	0	hsa-miR-16-2-3p				-0.03	-0.05	N/A
VPS37A	ENST00000324849.4	vacuolar protein sorting 37 homolog A (S. cerevisiae) 	339	2	2	0	0	3	hsa-miR-195-3p				-0.03	-0.37	N/A
OSTM1	ENST00000193322.3	osteopetrosis associated transmembrane protein 1 	63	2	0	1	1	1	hsa-miR-16-2-3p				-0.03	-0.06	N/A
UBN2	ENST00000473989.3	ubinuclein 2 	238	2	0	2	0	2	hsa-miR-16-2-3p				-0.03	-0.04	N/A
NMD3	ENST00000351193.2	NMD3 ribosome export adaptor 	717	1	0	1	0	0	hsa-miR-16-2-3p				-0.03	-0.03	N/A
