Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
SLC47A1	ENST00000270570.4	solute carrier family 47 (multidrug and toxin extrusion), member 1 	204	2	0	1	1	0	hsa-miR-103a-2-5p				-0.04	-0.09	N/A
CCPG1	ENST00000310958.6	cell cycle progression 1 	808	3	0	0	3	0	hsa-miR-103a-2-5p				-0.04	-0.35	N/A
SERPIND1	ENST00000215727.5	serpin peptidase inhibitor, clade D (heparin cofactor), member 1 	278	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
FAM114A2	ENST00000351797.4	family with sequence similarity 114, member A2 	385	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.11	N/A
ZFP90	ENST00000398253.2	ZFP90 zinc finger protein 	174	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ANKS6	ENST00000375018.1	ankyrin repeat and sterile alpha motif domain containing 6 	98	3	1	0	2	3	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
RNF38	ENST00000259605.6	ring finger protein 38 	348	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
HSPA2	ENST00000394709.1	heat shock 70kDa protein 2 	600	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
KIAA1217	ENST00000396445.1	KIAA1217 	320	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
XRCC2	ENST00000359321.1	X-ray repair complementing defective repair in Chinese hamster cells 2 	140	2	1	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.32	N/A
AFF2	ENST00000370460.2	AF4/FMR2 family, member 2 	8	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
PRKACA	ENST00000308677.4	protein kinase, cAMP-dependent, catalytic, alpha 	12	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
C5orf45	ENST00000518219.1	chromosome 5 open reading frame 45 	313	1	1	0	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
AQP2	ENST00000199280.3	aquaporin 2 (collecting duct) 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ACSBG1	ENST00000258873.4	acyl-CoA synthetase bubblegum family member 1 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SCN1A	ENST00000423058.2	sodium channel, voltage-gated, type I, alpha subunit 	21	2	0	0	2	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
SLC44A2	ENST00000586078.1	solute carrier family 44 (choline transporter), member 2 	720	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CD226	ENST00000581982.1	CD226 molecule 	8	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
PEG3	ENST00000423103.2	paternally expressed 3 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC4A1	ENST00000262418.6	solute carrier family 4 (anion exchanger), member 1 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SMC6	ENST00000448223.2	structural maintenance of chromosomes 6 	291	1	1	0	0	0	hsa-miR-103a-2-5p				-0.04	-0.27	N/A
CDK20	ENST00000375871.4	cyclin-dependent kinase 20 	25	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
USP46	ENST00000441222.3	ubiquitin specific peptidase 46 	180	1	0	0	1	3	hsa-miR-103a-2-5p				-0.04	-0.15	N/A
FAM217B	ENST00000358293.3	family with sequence similarity 217, member B 	175	2	0	0	2	1	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
KLHL12	ENST00000367259.1	kelch-like family member 12 	24	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.12	N/A
NAA30	ENST00000556492.1	N(alpha)-acetyltransferase 30, NatC catalytic subunit 	418	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
COL14A1	ENST00000297848.3	collagen, type XIV, alpha 1 	117	1	1	0	0	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
TAP2	ENST00000374897.2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) 	466	2	1	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.23	N/A
EPOR	ENST00000592375.2	erythropoietin receptor 	96	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
TMEM246	ENST00000374847.1	transmembrane protein 246 	367	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
SLFN12	ENST00000394562.1	schlafen family member 12 	255	3	0	2	1	0	hsa-miR-103a-2-5p				-0.04	-0.28	N/A
JMY	ENST00000396137.4	junction mediating and regulatory protein, p53 cofactor 	10	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.08	N/A
DZIP1	ENST00000347108.3	DAZ interacting zinc finger protein 1 	360	1	0	1	0	2	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
ZBTB37	ENST00000367701.5	zinc finger and BTB domain containing 37 	213	2	0	1	1	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
MBD1	ENST00000591416.1	methyl-CpG binding domain protein 1 	266	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
XPO4	ENST00000400602.2	exportin 4 	718	1	0	1	0	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
GUCY1A2	ENST00000526355.2	guanylate cyclase 1, soluble, alpha 2 	24	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.21	N/A
HHIP	ENST00000296575.3	hedgehog interacting protein 	65	1	1	0	0	1	hsa-miR-103a-2-5p				-0.04	-0.12	N/A
CRHR2	ENST00000506074.2	corticotropin releasing hormone receptor 2 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
HOXC12	ENST00000243103.3	homeobox C12 	5	2	0	0	2	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
NFIX	ENST00000360105.4	nuclear factor I/X (CCAAT-binding transcription factor) 	24	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC6A13	ENST00000445055.2	solute carrier family 6 (neurotransmitter transporter), member 13 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC5A7	ENST00000264047.2	solute carrier family 5 (sodium/choline cotransporter), member 7 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
RHOJ	ENST00000316754.3	ras homolog family member J 	118	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
TAPT1	ENST00000405303.2	transmembrane anterior posterior transformation 1 	105	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
FAM196A	ENST00000522781.1	family with sequence similarity 196, member A 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SNX27	ENST00000368843.3	sorting nexin family member 27 	46	1	1	0	0	3	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PRR14L	ENST00000434485.1	proline rich 14-like 	39	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SYS1	ENST00000243918.5	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae) 	384	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
SPATA17	ENST00000366933.4	spermatogenesis associated 17 	12	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
ACSM3	ENST00000289416.5	acyl-CoA synthetase medium-chain family member 3 	25	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.14	N/A
KLHL38	ENST00000325995.7	kelch-like family member 38 	13	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
NKX6-2	ENST00000368592.5	NK6 homeobox 2 	17	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.19	N/A
IFT80	ENST00000326448.7	intraflagellar transport 80 homolog (Chlamydomonas) 	53	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.20	N/A
C3orf14	ENST00000494481.1	chromosome 3 open reading frame 14 	67	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.19	N/A
PEA15	ENST00000360472.4	phosphoprotein enriched in astrocytes 15 	5239	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
SEC23IP	ENST00000369075.3	SEC23 interacting protein 	765	2	1	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.08	N/A
PI15	ENST00000260113.2	peptidase inhibitor 15 	12	2	0	2	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PHLDA1	ENST00000602540.1	pleckstrin homology-like domain, family A, member 1 	3907	3	0	1	2	1	hsa-miR-103a-2-5p				-0.04	-0.23	N/A
VEGFA	ENST00000417285.2	vascular endothelial growth factor A 	907	1	1	0	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
HELZ	ENST00000358691.5	helicase with zinc finger 	571	2	0	2	0	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
POLM	ENST00000335195.6	polymerase (DNA directed), mu 	45	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
KIF6	ENST00000287152.7	kinesin family member 6 	12	2	1	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
PCDH19	ENST00000420881.2	protocadherin 19 	7	2	1	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
NPFFR1	ENST00000277942.6	neuropeptide FF receptor 1 	5	2	0	2	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZNF862	ENST00000223210.4	zinc finger protein 862 	7	2	1	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
TMEM26	ENST00000399298.3	transmembrane protein 26 	10	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZFHX4	ENST00000521891.2	zinc finger homeobox 4 	194	2	0	2	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
TMEM178B	ENST00000565468.1	transmembrane protein 178B 	129	3	0	1	2	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SV2A	ENST00000369146.3	synaptic vesicle glycoprotein 2A 	10	2	1	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
IQCA1	ENST00000409907.3	IQ motif containing with AAA domain 1 	21	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
B3GALT5	ENST00000380620.4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 	5	2	0	2	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
UNC80	ENST00000439458.1	unc-80 homolog (C. elegans) 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
C21orf59	ENST00000382549.4	chromosome 21 open reading frame 59 	288	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SNX18	ENST00000343017.6	sorting nexin 18 	174	2	0	2	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
GRK1	ENST00000335678.6	G protein-coupled receptor kinase 1 	5	2	0	2	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
MTA1	ENST00000331320.7	metastasis associated 1 	8	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC25A11	ENST00000225665.7	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 	1867	2	0	2	0	1	hsa-miR-103a-2-5p				-0.04	-0.27	N/A
STXBP1	ENST00000373302.3	syntaxin binding protein 1 	295	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CCDC134	ENST00000255784.5	coiled-coil domain containing 134 	15	1	1	0	0	1	hsa-miR-103a-2-5p				-0.04	-0.16	N/A
PYCRL	ENST00000220966.6	pyrroline-5-carboxylate reductase-like 	656	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
TPRG1	ENST00000345063.3	tumor protein p63 regulated 1 	24	1	0	0	1	3	hsa-miR-103a-2-5p				-0.04	-0.20	N/A
CUL4B	ENST00000371322.5	cullin 4B 	150	2	0	0	2	0	hsa-miR-103a-2-5p				-0.04	-0.41	N/A
METTL20	ENST00000357721.3	methyltransferase like 20 	47	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.12	N/A
CTDNEP1	ENST00000574322.1	CTD nuclear envelope phosphatase 1 	2165	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.09	N/A
ZC3HAV1	ENST00000242351.5	zinc finger CCCH-type, antiviral 1 	45	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC6A8	ENST00000253122.5	solute carrier family 6 (neurotransmitter transporter), member 8 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
RNF144B	ENST00000259939.3	ring finger protein 144B 	17	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC35C1	ENST00000314134.3	solute carrier family 35 (GDP-fucose transporter), member C1 	856	1	0	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
PSMB9	ENST00000395330.1	proteasome (prosome, macropain) subunit, beta type, 9 	64	2	0	1	1	0	hsa-miR-103a-2-5p				-0.04	-0.24	N/A
ICK	ENST00000350082.5	intestinal cell (MAK-like) kinase 	18	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SATB2	ENST00000417098.1	SATB homeobox 2 	820	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ACTN2	ENST00000366578.4	actinin, alpha 2 	11	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.09	N/A
BCAS4	ENST00000371608.2	breast carcinoma amplified sequence 4 	492	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ARL14EPL	ENST00000601302.2	ADP-ribosylation factor-like 14 effector protein-like 	10	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.08	N/A
ARL5A	ENST00000295087.8	ADP-ribosylation factor-like 5A 	112	1	0	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.25	N/A
RSF1	ENST00000308488.6	remodeling and spacing factor 1 	216	2*	1	0	0	3	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
AC106017.1	ENST00000436914.1	Uncharacterized protein  	5	2	1	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.14	N/A
ATP5F1	ENST00000369722.3	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 	347	4	1	0	3	0	hsa-miR-103a-2-5p				-0.04	-0.51	N/A
RC3H1	ENST00000367696.2	ring finger and CCCH-type domains 1 	165	2	0	0	2	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
JPH2	ENST00000372980.3	junctophilin 2 	76	2	1	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CPLX2	ENST00000359546.4	complexin 2 	5	1	0	0	1	3	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SMEK2	ENST00000272313.5	SMEK homolog 2, suppressor of mek1 (Dictyostelium) 	342	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ADAM19	ENST00000257527.4	ADAM metallopeptidase domain 19 	981	1	1	0	0	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
DUOXA1	ENST00000558996.1	dual oxidase maturation factor 1 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PLA2G4E	ENST00000399518.3	phospholipase A2, group IVE 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
C9orf66	ENST00000382387.2	chromosome 9 open reading frame 66 	13	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
FUT2	ENST00000425340.2	fucosyltransferase 2 (secretor status included) 	10	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PLA2G12A	ENST00000243501.5	phospholipase A2, group XIIA 	214	1	0	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.12	N/A
LSAMP	ENST00000490035.2	limbic system-associated membrane protein 	19	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.15	N/A
RREB1	ENST00000379938.2	ras responsive element binding protein 1 	340	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
GLMN	ENST00000370360.3	glomulin, FKBP associated protein 	112	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.21	N/A
ZYG11A	ENST00000371532.1	zyg-11 family member A, cell cycle regulator 	331	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.08	N/A
ATP7A	ENST00000343533.5	ATPase, Cu++ transporting, alpha polypeptide 	141	2	1	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
KDM5A	ENST00000399788.2	lysine (K)-specific demethylase 5A 	118	3	0	2	1	3	hsa-miR-103a-2-5p				-0.04	-0.11	N/A
CLEC16A	ENST00000409790.1	C-type lectin domain family 16, member A 	108	2	0	2	0	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZBTB16	ENST00000335953.4	zinc finger and BTB domain containing 16 	73	3	0	3	0	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
PDLIM3	ENST00000284770.5	PDZ and LIM domain 3 	58	2	0	1	1	2	hsa-miR-103a-2-5p				-0.04	-0.20	N/A
FAM203B	ENST00000377406.4	family with sequence similarity 203, member B 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
EIF4G2	ENST00000526148.1	eukaryotic translation initiation factor 4 gamma, 2 	61971	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CCDC88A	ENST00000336838.6	coiled-coil domain containing 88A 	141	2	1	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.08	N/A
C12orf36	ENST00000318426.2	chromosome 12 open reading frame 36 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
REXO1L1	ENST00000379010.2	REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1 	5	2	0	1	1	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CHRNA4	ENST00000370263.4	cholinergic receptor, nicotinic, alpha 4 (neuronal) 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
GPR153	ENST00000377893.2	G protein-coupled receptor 153 	39	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
EHD3	ENST00000322054.5	EH-domain containing 3 	206	2	0	1	1	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
FER	ENST00000281092.4	fer (fps/fes related) tyrosine kinase 	665	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
HPCAL4	ENST00000372844.3	hippocalcin like 4 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
LRRC55	ENST00000497933.1	leucine rich repeat containing 55 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ISPD	ENST00000407010.2	isoprenoid synthase domain containing 	12	1	1	0	0	0	hsa-miR-103a-2-5p				-0.04	-0.32	N/A
PAX9	ENST00000361487.6	paired box 9 	53	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
MYO9A	ENST00000564571.1	myosin IXA 	137	2	0	0	2	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
OSBPL6	ENST00000190611.4	oxysterol binding protein-like 6 	85	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
PRLR	ENST00000342362.5	prolactin receptor 	95	2	0	1	1	2	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
WDFY3	ENST00000322366.6	WD repeat and FYVE domain containing 3 	596	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
USO1	ENST00000538159.1	USO1 vesicle transport factor 	1862	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PSMF1	ENST00000335877.6	proteasome (prosome, macropain) inhibitor subunit 1 (PI31) 	2709	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.12	N/A
PRKAA2	ENST00000371244.4	protein kinase, AMP-activated, alpha 2 catalytic subunit 	561	1	1	0	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
GCFC2	ENST00000541687.1	GC-rich sequence DNA-binding factor 2 	88	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZNF585B	ENST00000532828.2	zinc finger protein 585B 	46	2	1	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
KIAA0408	ENST00000483725.3	KIAA0408 	95	1	1	0	0	2	hsa-miR-103a-2-5p				-0.04	-0.35	N/A
FBXL7	ENST00000504595.1	F-box and leucine-rich repeat protein 7 	16	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
INSRR	ENST00000368195.3	insulin receptor-related receptor 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PDCD1	ENST00000334409.5	programmed cell death 1 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
DICER1	ENST00000541352.1	dicer 1, ribonuclease type III 	25	1	1	0	0	0	hsa-miR-103a-2-5p				-0.04	-0.34	N/A
PIK3IP1	ENST00000441972.1	phosphoinositide-3-kinase interacting protein 1 	22	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZNF37A	ENST00000361085.5	zinc finger protein 37A 	11	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
NACC2	ENST00000371753.1	NACC family member 2, BEN and BTB (POZ) domain containing 	172	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
RAP1GAP	ENST00000290101.4	RAP1 GTPase activating protein 	396	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CRB1	ENST00000367400.3	crumbs homolog 1 (Drosophila) 	115	2	0	2	0	0	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
ENTPD1	ENST00000371207.3	ectonucleoside triphosphate diphosphohydrolase 1 	15	3	3	0	0	0	hsa-miR-103a-2-5p				-0.04	-0.11	N/A
FAM76A	ENST00000373954.6	family with sequence similarity 76, member A 	173	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SRGAP1	ENST00000355086.3	SLIT-ROBO Rho GTPase activating protein 1 	64	2	1	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
ZNF283	ENST00000324461.7	zinc finger protein 283 	194	2	0	1	1	1	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
PRCP	ENST00000313010.3	prolylcarboxypeptidase (angiotensinase C) 	148	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
MLLT3	ENST00000380338.4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	385	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
SNX1	ENST00000353874.4	sorting nexin 1 	1296	3	0	2	1	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
LSM10	ENST00000315732.2	LSM10, U7 small nuclear RNA associated 	1508	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.13	N/A
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	0	0	1	3	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
EPB41L5	ENST00000443902.2	erythrocyte membrane protein band 4.1 like 5 	108	2	0	0	2	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC16A1	ENST00000369626.3	solute carrier family 16 (monocarboxylate transporter), member 1 	707	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
INSR	ENST00000341500.5	insulin receptor 	577	2	1	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
FSTL1	ENST00000295633.3	follistatin-like 1 	6788	1	1	0	0	1	hsa-miR-103a-2-5p				-0.04	-0.09	N/A
PPP2R5C	ENST00000422945.2	protein phosphatase 2, regulatory subunit B', gamma 	1584	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
MUC19	ENST00000454784.4	mucin 19, oligomeric 	5	2	0	0	2	6	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZKSCAN8	ENST00000330236.6	zinc finger with KRAB and SCAN domains 8 	281	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
FUT11	ENST00000394790.1	fucosyltransferase 11 (alpha (1,3) fucosyltransferase) 	622	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
APLF	ENST00000303795.4	aprataxin and PNKP like factor 	57	2	0	1	1	0	hsa-miR-103a-2-5p				-0.03	-0.30	N/A
GCNT1	ENST00000376730.4	glucosaminyl (N-acetyl) transferase 1, core 2 	93	1	0	0	1	1	hsa-miR-103a-2-5p				-0.03	-0.08	N/A
SET	ENST00000372692.4	SET nuclear oncogene 	763	1	0	0	1	0	hsa-miR-103a-2-5p				-0.03	-0.04	N/A
C5orf63	ENST00000535381.1	chromosome 5 open reading frame 63 	42	3	0	1	2	3	hsa-miR-103a-2-5p				-0.03	-0.32	N/A
ENPEP	ENST00000265162.5	glutamyl aminopeptidase (aminopeptidase A) 	10	1	0	0	1	1	hsa-miR-103a-2-5p				-0.03	-0.06	N/A
PLAGL2	ENST00000246229.4	pleiomorphic adenoma gene-like 2 	254	2	0	1	1	0	hsa-miR-103a-2-5p				-0.03	-0.14	N/A
USP14	ENST00000261601.7	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) 	561	2	0	1	1	0	hsa-miR-103a-2-5p				-0.03	-0.30	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	1	0	1	0	2	hsa-miR-103a-2-5p				-0.03	-0.10	N/A
AC007375.1	ENST00000600936.1	Uncharacterized protein; cDNA FLJ43210 fis, clone FEBRA2020582  	7	1	0	1	0	1	hsa-miR-103a-2-5p				-0.03	-0.10	N/A
SIGLEC1	ENST00000344754.4	sialic acid binding Ig-like lectin 1, sialoadhesin 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.03	-0.03	N/A
CACHD1	ENST00000371073.2	cache domain containing 1 	2071	1	0	0	1	0	hsa-miR-103a-2-5p				-0.03	-0.03	N/A
P2RY8	ENST00000381297.4	purinergic receptor P2Y, G-protein coupled, 8 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.03	-0.03	N/A
KCTD21	ENST00000340067.3	potassium channel tetramerization domain containing 21 	90	1	0	0	1	1	hsa-miR-103a-2-5p				-0.03	-0.03	N/A
MCAM	ENST00000392814.1	melanoma cell adhesion molecule 	398	1	0	0	1	2	hsa-miR-103a-2-5p				-0.03	-0.03	N/A
AC079612.1	ENST00000358775.1	Uncharacterized protein; cDNA FLJ45964 fis, clone PLACE7014396  	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.03	-0.03	N/A
